Segment,Balance,logBalance,NumProducts,DigitalUsage,Tenure,FeeIncrease,Complaints,Delinquency_30d,CreditUtilization,InterestRateDiff,Churn
LowValue,4348.094165084815,8.37772286448667,2,0,103,0,0,0,0.2563654936497805,0.6882771245850545,0
LowValue,4825.067868882008,8.481787309260978,1,1,48,0,1,1,0.18920553691515837,0.16036272713497568,0
HighValue,6804.770046807398,8.825526067656005,2,0,36,0,1,0,0.2536938497529794,0.45286110543245256,1
LowValue,5074.928327551991,8.532264708866977,2,1,60,0,0,0,0.05172387355242964,0.5769041157707774,0
LowValue,5804.03307021151,8.666480590965293,4,0,15,0,0,1,0.09295704470953779,0.37460172302267297,0
HighValue,4828.221267573933,8.482440505402385,3,1,18,0,0,0,0.44768981067907043,0.43552434420085573,0
MidValue,4270.400912111568,8.359697134877113,4,1,17,1,0,0,0.4755449382276376,0.301646234576897,0
HighValue,3361.4677431668288,8.120430430753844,2,1,32,0,1,0,0.24212647898211812,0.5842577801275589,0
LowValue,5384.757640984986,8.59151327439865,1,1,115,0,0,0,0.12291688989640784,0.41873939849411596,0
MidValue,4955.980176625936,8.50855199894579,1,0,80,0,0,0,0.4505686098280938,0.5549745758841904,0
MidValue,3417.280907052224,8.136893044924728,4,1,110,0,1,1,0.32408529470569347,0.07718412797152069,0
MidValue,4164.613646671311,8.334618877883104,1,0,19,0,0,0,0.4540445323059155,0.06414345054184029,1
HighValue,3398.6537776034106,8.13142887530257,1,1,102,0,0,0,0.1870195304881209,0.6995174563755613,0
MidValue,3726.3176542913807,8.2234441264058,3,0,33,1,0,0,0.6122558872575371,0.3055653269472236,0
MidValue,6867.714636406644,8.834732269662847,2,0,107,1,0,0,0.021127474756370647,0.1553193106222298,0
MidValue,5565.257109503682,8.624478133887049,2,0,37,0,0,0,0.09327646611550733,0.559049034447076,0
MidValue,5791.651476466401,8.664345406411986,2,0,13,0,0,0,0.26111933404601656,0.5537933897770764,0
HighValue,3578.4266480698516,8.182957912398265,2,0,76,0,1,0,0.33927065089637076,0.42960594158345394,0
HighValue,4140.91890963946,8.328914464178048,4,0,67,0,0,0,0.13625567864595287,0.4780930212404591,0
MidValue,6833.944311015,8.829803601504521,1,0,96,0,0,0,0.5368273577604894,0.5651160122815156,0
LowValue,3977.8602455782748,8.288750686808914,2,1,94,1,1,0,0.1333387419365765,0.8157874542201317,1
MidValue,4066.935402085366,8.310890877515664,3,0,16,1,0,0,0.027207278228414743,0.4967867515641069,0
HighValue,6002.368836476607,8.700076063389448,4,0,116,0,0,0,0.49963659245599235,0.6152406515187148,0
MidValue,6766.962954903561,8.819955427704821,1,0,65,0,0,0,0.1780034942011341,0.9434942978936232,0
HighValue,6853.550328528776,8.832667992255999,4,0,101,1,1,0,0.5602178375348502,0.4989475168124442,0
MidValue,5334.483816234486,8.582134846828232,3,1,105,0,0,0,0.471728795273775,0.6021034126124932,0
MidValue,4074.423768247804,8.312730012476198,4,1,16,0,0,0,0.05973233063940628,0.5242706616357402,0
HighValue,5543.474242442549,8.620557078777384,3,0,28,0,0,0,0.21044661926602976,0.7119931118545954,0
LowValue,5770.758649764472,8.660732105049414,3,1,63,0,1,0,0.35106510560153703,0.5903928868010114,0
HighValue,4676.554670837986,8.450530746126542,1,1,39,0,0,0,0.42173274522514936,0.7376535226021932,0
MidValue,4654.255301446145,8.445752032771415,1,1,57,0,0,1,0.17769562437639946,0.6476369781629343,0
MidValue,6147.58814285567,8.723977764177905,3,0,98,0,1,0,0.6143623676355362,0.6694227885978415,0
MidValue,7951.713441753183,8.981268462842273,1,0,58,0,0,0,0.15666416361254437,0.5112308157849969,0
MidValue,2490.55102069767,7.820660695415731,3,1,106,1,0,0,0.20030218188312013,0.8108103950457992,1
LowValue,5064.62668410653,8.530233137381783,2,0,4,0,0,0,0.17955403103674739,0.501743329036962,1
MidValue,2634.1329801260404,7.876688926543056,4,0,57,0,0,0,0.14136923586160063,0.3031958083805983,0
LowValue,5111.8177678583625,8.53950595350183,2,0,18,0,1,0,0.17405476709852835,0.8220849593772148,0
MidValue,4540.645393116916,8.421044646768015,4,1,41,0,0,0,0.45577413646491877,0.8152549184872329,0
MidValue,8061.0217031306165,8.994919635701597,2,1,1,1,0,0,0.3988532548039472,0.1473621516674885,0
HighValue,5815.92186124176,8.668526510992924,3,1,18,0,2,0,0.11596736313393938,0.16566047195163608,0
LowValue,3408.6530133074903,8.134365809471806,2,1,63,1,0,1,0.26425942482149434,0.4893193990751253,0
HighValue,7344.835427646881,8.901888823140217,3,1,27,0,0,0,0.2122380646125616,0.4666758743992969,0
HighValue,2688.709191513898,7.897188359507972,2,0,51,0,1,0,0.2548489786890306,1.0438935684864035,1
MidValue,6046.528557228699,8.707404964627427,4,0,3,0,2,0,0.19829964047941176,0.4293642983696683,0
HighValue,7728.346233537857,8.952779562783288,1,0,115,0,0,0,0.15864222164502884,0.44634342342684247,0
MidValue,5611.124694220947,8.63268466018808,1,0,30,1,0,0,0.23302571679501832,0.484913709379799,0
HighValue,6096.994918430106,8.715715294230389,1,1,13,0,0,0,0.23353297528700545,0.8690046604615518,0
MidValue,5829.081523180096,8.670786262639584,2,0,82,0,0,0,0.06787118225040044,1.1571960696457924,0
MidValue,4832.021551723762,8.483227131120008,3,1,88,0,1,0,0.21012958658063696,0.29531440162638234,1
HighValue,5468.277242428685,8.606901755502877,2,1,52,1,0,0,0.5442774357899444,0.6147349543172316,0
LowValue,2789.7137764651475,7.934052675953986,1,0,118,0,0,0,0.190084600298499,0.7350883544436445,0
MidValue,5900.751312986655,8.683004418557301,1,1,62,0,0,0,0.41498238300966217,0.2317383145925273,0
MidValue,4011.39664714659,8.29714400938606,3,1,103,0,1,0,0.23411980157185602,0.0,0
MidValue,6320.750154748271,8.751751372024408,3,1,52,0,0,0,0.3435129887706102,0.48707673071630964,0
MidValue,4567.433514695993,8.426925649349522,4,0,54,0,1,0,0.34890631891592777,0.4651934833613996,0
MidValue,4893.4346423989655,8.495854051338034,1,1,87,1,0,0,0.3449407745439372,0.507445172658945,0
LowValue,4729.179287147201,8.461718385027082,2,1,30,0,0,0,0.2580475839789117,0.33203399302912356,0
LowValue,3832.92924307037,8.25164546831541,2,0,77,0,1,0,0.6317275153400571,0.4514236510266503,0
MidValue,5846.58396936595,8.673783858229699,4,0,50,0,0,0,0.174118534569154,0.0,0
HighValue,4661.9551537746165,8.447404679300057,3,0,47,0,0,1,0.2863259136239743,0.304734640004232,0
MidValue,3482.8856592189286,8.155903518610344,4,1,109,0,0,1,0.334390254537906,0.5973455034708373,0
MidValue,4357.160358322215,8.37980531113834,3,0,74,0,0,0,0.2721030985516873,0.4421872669621027,0
MidValue,4773.533856060562,8.471051626382094,1,1,57,0,0,0,0.43954613404221166,1.005307940797005,0
MidValue,5640.821095217879,8.637962181597626,4,0,62,0,0,0,0.2797972479594919,0.1770789249079407,0
MidValue,5343.390995269031,8.58380287782241,1,1,16,0,0,0,0.21746332500221488,0.09504759047565242,0
MidValue,4336.254303222812,8.374996777860607,4,1,91,0,0,0,0.261747657889735,0.6050634920956672,0
MidValue,5452.310845876506,8.603978197863348,1,1,88,0,0,0,0.38669020616287253,1.015348508582412,0
LowValue,8391.996052510482,9.035152833751546,1,1,4,0,0,0,0.20679315361677125,0.554446217671772,0
HighValue,4621.217713287201,8.43862989342191,1,0,49,0,0,1,0.301790815110398,0.7238413010573752,0
HighValue,791.3652671905666,6.675022481443947,2,0,3,0,0,1,0.35410028559211343,0.2682477216631963,1
MidValue,3306.038464325293,8.103808344098091,2,1,10,0,1,0,0.18123145039440006,0.7592584589482361,0
MidValue,4035.6605194108197,8.303173025023407,4,1,9,1,0,0,0.26188993042604625,0.6719747927170434,1
HighValue,6792.049227587332,8.823655195976075,2,0,119,1,0,0,0.3627683453412808,0.0,0
LowValue,6853.018526163962,8.832590405402007,4,1,61,0,0,0,0.11093197130996486,0.6264612352511529,0
HighValue,4278.598366618487,8.361614444597514,1,1,111,0,3,0,0.47922132942509854,1.068194903750652,1
HighValue,5344.371521969726,8.583986329363428,1,0,60,0,0,0,0.3542387259282184,0.3316535937151751,0
HighValue,4851.314925242893,8.487211174231918,1,1,82,0,0,0,0.1945616289144046,0.8730743322618706,0
LowValue,3129.9112788448074,8.04907938456108,4,0,6,1,0,0,0.3978904148819918,0.7646749049443002,0
MidValue,5135.641661800342,8.544154771717333,1,0,7,0,0,1,0.23260515415606517,0.434902058595591,0
HighValue,5555.986757423027,8.622811290232818,1,1,29,0,1,1,0.17261602369961596,0.6837859203981105,0
MidValue,3405.098646429471,8.13332282334858,3,1,66,1,0,0,0.23999005650505242,0.5987779426483227,0
HighValue,5358.6736559143155,8.586658367120663,3,1,2,0,0,0,0.25391826897296427,0.5903331506727056,0
MidValue,6699.575018558973,8.809948625361935,2,0,62,0,0,0,0.254502585764134,0.6416612413845564,0
MidValue,2431.841236659622,7.796815086507079,1,0,107,0,0,0,0.10612099497016422,0.0,0
LowValue,5289.931614380469,8.573749617925587,3,0,56,1,1,0,0.39167848044124276,0.12720530007072867,0
LowValue,6184.701086535937,8.72999563111663,4,0,119,1,1,0,0.23296838889842084,0.1881746203521929,0
MidValue,6547.972159366593,8.787063394081608,2,1,112,0,0,0,0.3109049922453661,0.5644993604720318,0
LowValue,3333.4594179076075,8.112065851630213,1,1,1,0,1,0,0.40008421820233175,0.3040286120523976,0
HighValue,4420.408685939874,8.3942136315216,1,1,95,0,0,0,0.5557945385962657,0.2939633772356839,0
HighValue,5061.221797568774,8.52956075633813,2,0,37,0,0,1,0.7694721894100769,0.30579974843966745,1
MidValue,6591.903641475679,8.79374914372903,1,0,16,0,0,1,0.49294541852571744,0.38826104835368724,0
LowValue,7954.699686236245,8.981643892433409,1,1,51,1,0,0,0.21179258046953994,0.15784134660192561,0
MidValue,5344.531269038746,8.58401621403681,4,1,116,0,0,0,0.24859587445836928,0.3204782404117941,0
MidValue,6930.604314209105,8.843846568163194,1,0,114,0,0,0,0.31428510668864745,0.18436222061492386,0
MidValue,4740.135720388122,8.464031989446207,4,1,103,0,0,0,0.2262586668283855,0.741389162133878,0
HighValue,4475.3259156875465,8.406557880830945,1,1,49,0,0,0,0.335377723819293,0.0,0
HighValue,6630.06912827427,8.799521326329499,1,1,83,0,0,0,0.24449965687826478,0.5612614126349027,0
MidValue,7459.930152108003,8.917435370694413,1,0,64,0,0,0,0.04630614791542471,0.548247928569757,1
LowValue,7828.275334390386,8.965625234815558,3,0,89,0,3,0,0.18440299374056107,0.827552195139688,0
MidValue,3927.558518880429,8.276027848490786,4,0,32,1,0,0,0.7071174080259907,0.6904991983158162,1
HighValue,3498.3667525466067,8.160337303264262,4,1,41,0,0,0,0.5464033564425158,0.25118466555797775,0
HighValue,7513.987991253649,8.924654704215559,4,1,89,0,0,0,0.49783235676522997,0.5225748182955454,0
LowValue,36356.619143012635,10.501159066032335,2,0,6,0,0,0,0.46681853035915605,0.0,0
LowValue,4686.163105054867,8.4525827967742,3,1,102,0,0,1,0.17591081355930707,0.560637787026402,0
LowValue,4072.5805629748306,8.312277636890302,2,1,34,0,0,0,0.17882687243076809,0.10330502165861627,0
MidValue,7115.716211142719,8.870201691717503,3,0,78,0,0,0,0.2449391915835656,0.7024668187879556,1
HighValue,5210.538489762826,8.558630386696155,4,0,38,0,0,0,0.21192069564456217,0.8291257014405617,0
MidValue,5809.828804427831,8.667478491036734,1,1,87,0,1,0,0.45382718046334003,0.49086333383181013,0
HighValue,5272.458668570393,8.570441720115156,1,1,43,0,0,0,0.22152075232956794,0.643182874668669,0
MidValue,4618.2621331951495,8.437990259890935,1,1,57,1,1,0,0.3159495674511937,0.35175027852056795,1
HighValue,5880.667779739782,8.67959563668575,4,0,43,0,1,1,0.13753046655411647,0.7918960596529381,1
MidValue,3594.5238215856016,8.187444967909448,4,1,60,1,0,0,0.5053724207385306,0.6517542400244181,0
MidValue,3438.2567682389063,8.143010671279535,4,0,95,0,0,0,0.296782382312288,0.6062499293013799,0
MidValue,4354.077950371385,8.3790977881784,4,1,83,0,1,0,0.3686331074413575,0.8189347833813692,0
MidValue,4709.005527124321,8.457444360496892,1,0,53,0,0,0,0.10665398558069035,0.31645982795308836,0
HighValue,3906.6439293173,8.270689895735583,2,0,44,0,0,0,0.2725626599477702,0.7416217287698756,0
MidValue,5167.681546703589,8.550372914999388,2,0,52,0,0,0,0.518658793582918,0.46240974052601586,0
MidValue,8320.19145972063,9.026560727855843,2,0,13,0,0,0,0.4349493830987028,0.30962673152346465,0
MidValue,4595.10600690055,8.432964703737586,4,1,89,0,1,0,0.389885255735147,0.46694165586099734,0
HighValue,6356.735076624071,8.75742747288071,1,1,73,0,0,0,0.081314771921876,0.5805682545768941,0
MidValue,4546.860932803539,8.422412276743188,4,1,92,0,0,0,0.42412497256966125,0.13549616249616686,0
MidValue,6756.117209273356,8.818351629749717,1,1,24,0,0,0,0.33852700062539326,0.5157775851912536,0
HighValue,3274.7562870949178,8.094304048766961,2,1,64,0,0,0,0.47801321971066263,0.39215545756857484,0
HighValue,127054.42821959409,11.752378712901296,3,1,18,1,0,0,0.12908443470430855,0.5072862221516183,0
LowValue,5533.224685820146,8.6187067605021,1,1,92,0,0,0,0.10378390613790511,0.28976212858259276,0
MidValue,5622.571138667157,8.634722175011623,1,1,72,0,1,1,0.17542182721754612,0.0,0
MidValue,3105.0360443736126,8.041102608397773,4,0,42,1,0,0,0.394080960006797,0.8317398239729779,0
HighValue,4303.6374091048465,8.367448187787332,1,1,34,0,0,0,0.17887836302595467,0.9637036979429239,0
HighValue,7046.5379016690995,8.860433601004186,2,0,7,0,0,0,0.23013291147979534,1.0734066494115122,0
LowValue,2706.17242651537,7.9036599841189625,3,1,59,0,1,1,0.4005733403661997,1.2704517517621368,0
LowValue,4388.808261918028,8.387040829014712,4,1,12,0,0,0,0.4239257215119123,0.0,0
HighValue,5683.753519050451,8.645543048877167,4,0,102,0,0,0,0.16029426454747708,0.0,0
LowValue,7950.436463833032,8.981107878600993,2,1,64,0,1,0,0.4343251015285106,0.6799238796980437,0
MidValue,6813.040660972915,8.826740565472393,1,1,79,1,0,0,0.31088206743586266,0.7788741514996076,0
MidValue,7057.228725361667,8.861949410250467,1,1,79,1,0,0,0.26444300380701247,0.5036416710801267,0
MidValue,4299.407748044472,8.366465122312658,2,1,118,1,0,0,0.10805198750440694,0.18416308820130356,0
MidValue,5286.916061653191,8.573179508041921,2,0,9,0,0,0,0.2356027865598677,1.2952382931291102,0
HighValue,3882.5618001313624,8.264508001247018,3,1,23,0,1,0,0.27972457745239127,0.6239826583663113,0
HighValue,4535.961825983117,8.420012865694936,1,0,21,1,0,0,0.10515481276083682,0.23911699118591717,0
HighValue,5164.676233869033,8.549791299192563,1,1,11,0,0,0,0.18103179884290077,0.6049370955335944,0
LowValue,3860.036286119381,8.258690894334393,2,1,93,0,1,1,0.39789966269940946,0.35097046063668225,0
MidValue,6973.707050855895,8.850045605930255,2,0,93,0,0,0,0.4705435720845509,0.3267463558447703,0
HighValue,5062.206562966692,8.52975526966951,4,0,86,0,1,0,0.337632290143957,0.9102417584191311,0
MidValue,4446.33337177249,8.400059953244543,1,0,83,1,0,0,0.3602495986377255,0.3137629970586035,0
MidValue,3671.4414448994794,8.208611963713837,3,1,18,0,1,0,0.28152579408049644,0.23956069311447648,0
HighValue,6879.289264650075,8.836415974324087,3,0,11,0,0,0,0.20012624096238887,0.03663058525810575,0
MidValue,5973.169608014983,8.695200389403333,1,1,11,0,0,0,0.18820556355266213,0.3835186216183449,0
MidValue,4550.703452241682,8.42325682698844,4,1,59,0,0,0,0.47429104565340474,0.18852688119570188,0
MidValue,3177.567044571303,8.064185759302127,3,0,105,0,0,0,0.28813432878680656,0.6537071987860873,0
HighValue,6177.652539585377,8.728855491012709,2,0,117,0,1,0,0.500762319921465,0.37070884174536456,0
MidValue,4742.687576871721,8.464570082031635,1,1,107,0,1,0,0.2519096635559993,0.8945480251021014,0
HighValue,6411.008438370563,8.765927829756427,3,1,23,0,0,0,0.24667079787436696,0.6080084892577852,0
HighValue,5006.178111618311,8.518627784219388,4,1,90,0,1,0,0.6068430231406035,0.5927670582451107,0
HighValue,7107.873066239918,8.869099010409252,4,1,31,0,0,0,0.5352082169935499,0.22990784292986405,0
MidValue,4901.796888687486,8.497561114867699,2,0,25,0,0,0,0.13994377412943512,0.6752254758140888,0
MidValue,7360.993576050232,8.904086041356438,1,1,10,0,1,0,0.3628983686479211,0.27270785643109324,0
HighValue,6184.476525008323,8.729959327130915,2,1,73,0,0,0,0.10299496526167579,0.8205187366827043,0
MidValue,2966.535443714486,7.995487070376938,2,1,6,1,0,0,0.3144978458578133,0.19354410395841637,0
MidValue,4541.616084668174,8.421258355181699,1,1,78,0,0,0,0.3190095898371713,0.48602694181829575,0
LowValue,7319.345150845789,8.898412757598637,1,1,79,1,0,0,0.26594320067578486,0.41488824568282917,0
HighValue,5403.0921803766805,8.594911756739322,3,0,72,0,0,0,0.21210448214183955,0.24496789614957687,0
MidValue,4199.525929859578,8.342965017827053,2,1,2,1,0,0,0.22787331607741124,0.04655410173953728,0
MidValue,5125.391233098203,8.5421572272847,1,0,2,0,0,0,0.39524391558337857,0.8196478757293638,0
MidValue,6717.169218427884,8.812570958665349,4,0,105,0,0,0,0.6044453081994902,0.2593608409209319,0
LowValue,5558.243086281104,8.62321724241639,2,1,97,0,0,0,0.6952956725822824,0.1850363550948999,0
MidValue,4707.944941607091,8.457219158012766,1,1,92,0,0,1,0.2148085872908667,0.7487172651570271,1
MidValue,2457.159548509229,7.807168197909265,1,1,63,0,0,0,0.24243864141433943,0.2655761119604055,0
LowValue,7513.540409866194,8.924595143945183,4,1,119,1,0,0,0.07562428231486193,0.5826850998925299,0
HighValue,3605.151160993857,8.190396322184135,3,1,1,0,0,0,0.5425547114918102,0.6919500156502179,0
MidValue,6584.886371210753,8.79268420970681,1,0,104,0,0,1,0.2090041311703795,0.505979981705369,0
HighValue,2672.223939851967,7.891040491100319,1,0,50,0,0,1,0.296635167503484,0.6502050978332164,1
MidValue,4166.18783227916,8.334996706547463,2,1,18,1,0,0,0.13980608061867417,0.783398153222842,1
LowValue,3696.1234672987302,8.215310354997515,3,1,96,0,0,0,0.326164471044129,0.7680087855182451,0
HighValue,6279.7212257101055,8.745240097726375,3,1,72,0,0,0,0.4331292885708902,0.6561259883452759,0
MidValue,4128.769377433382,8.32597684358076,1,0,21,0,0,0,0.06929388490762492,0.2947581279540268,0
HighValue,5848.050688021562,8.67403465150593,1,1,79,0,0,0,0.364851775880031,0.30713725704967565,0
HighValue,7611.731815650914,8.937577363528348,2,0,110,0,0,0,0.4359366005526569,0.16781668335045635,0
LowValue,5184.50581344186,8.55362266912488,4,1,32,0,0,0,0.32301769755649856,0.07473084636854599,0
HighValue,3664.3746374451985,8.20668582940908,3,0,85,0,0,0,0.3660646108875971,0.11581092326176612,0
HighValue,4525.210004690206,8.417640224739282,3,1,79,0,1,0,0.4496962372875347,0.6876668447737827,0
HighValue,3487.6273852143595,8.157263638468478,1,1,31,0,0,0,0.18598429335825434,0.2721596309451672,0
MidValue,6257.040385971111,8.741622377702909,3,0,46,0,0,1,0.31466921056938824,0.3962913446082361,0
HighValue,6044.480740058347,8.70706628677817,3,1,94,0,1,0,0.45839570393435086,0.9563336639418376,0
HighValue,5454.317885238521,8.604346170673521,3,1,73,0,0,0,0.19078560516420995,0.49984919414355033,0
MidValue,3408.82281418379,8.134415608277646,2,1,40,1,0,1,0.370036783701003,0.2977664074897141,0
MidValue,1702.4889924256622,7.440433775339999,1,1,87,1,0,0,0.15063433674064572,0.4542274763347348,1
MidValue,4463.825449316666,8.403985399448274,2,1,111,0,0,0,0.31611013705471513,0.0,0
HighValue,4506.0216540531865,8.4133918272172,3,0,69,1,0,1,0.22691973564054402,0.4446768122808604,1
HighValue,3530.6830725749196,8.169529827396294,2,1,76,0,1,0,0.12979974862261742,0.5615306289938107,0
HighValue,3652.673944453549,8.203488500458835,3,0,30,0,0,0,0.10852539466266345,0.3669433963198946,0
MidValue,4431.143793435544,8.396638672268038,3,1,86,0,0,0,0.5489217404156658,0.24036464461255697,0
HighValue,6176.370288383467,8.728647940213497,4,1,102,1,1,0,0.04727638228382041,0.27338392437539605,0
HighValue,1861.664062336552,7.529763033534834,4,1,66,0,0,0,0.284724517181852,0.45637548090591074,0
HighValue,4251.3326266649,8.35522296468648,4,0,23,0,0,0,0.05723048152070612,0.5560264262279708,0
MidValue,6347.034868469021,8.755900574458723,1,0,48,0,0,0,0.3453986061330889,0.7290469477359518,0
MidValue,1729.3903689478548,7.4561023088280844,3,0,56,0,0,1,0.4582044760571403,0.8861573174663543,0
MidValue,4757.896769372865,8.46777114922223,1,0,92,0,0,0,0.06962056118052896,1.0606857110493888,0
MidValue,5046.9191985123425,8.526731397459095,2,0,25,0,0,0,0.5009949337371518,0.34455343346748246,0
MidValue,5154.828013088585,8.547883006848075,2,0,27,1,1,0,0.2065546446289081,0.4956173911493811,0
HighValue,7725.676343139223,8.952434080572461,1,0,63,0,1,0,0.38615729956786515,0.0,1
HighValue,4957.987400487391,8.508956845749344,3,0,46,0,0,0,0.44746692527303794,0.2886277467189472,0
MidValue,3964.4196914708523,8.285366977514206,3,1,46,0,0,0,0.08565813197464255,0.9771304290741496,0
MidValue,4324.970350030563,8.37239175258997,2,0,37,0,0,0,0.22861615137932664,0.0,0
MidValue,5060.038066029168,8.529326892630007,1,0,81,1,0,0,0.21786119562268041,0.9159940450230089,0
MidValue,3622.373896704683,8.195160886427173,4,0,32,0,1,0,0.24829306081282113,0.8111794881480194,1
MidValue,2682.3526483791306,7.894822279872306,4,0,99,0,0,0,0.20595309140973503,0.5407115413289817,0
MidValue,3788.112506628576,8.239887103538601,2,1,56,0,0,0,0.05822082336774422,0.8102128980158563,0
LowValue,4570.831642562331,8.427669200650154,3,1,33,0,0,0,0.12914673436418003,0.4151514711807399,0
LowValue,7480.027667946619,8.920125450294469,4,0,58,1,1,0,0.09052901209616561,0.49556883027773035,0
LowValue,4041.355104268783,8.304582747709015,2,1,30,0,0,0,0.19405760884640458,0.6519779828022243,0
MidValue,4091.045958152871,8.316800358228601,2,1,114,0,1,1,0.41853682850397705,0.8901085030614064,0
HighValue,2927.931236052391,7.982392869615441,3,1,73,0,0,0,0.26507623996172225,0.36336289585303266,0
MidValue,7010.103295436085,8.855250356436914,4,1,15,1,1,0,0.5465248743933737,0.9883256646009417,0
MidValue,5551.996403628742,8.622092953596654,2,1,73,0,0,0,0.3749484878921863,0.48028143488923447,0
MidValue,6208.255344137211,8.7337962553602,2,1,85,0,1,0,0.6086945407368602,0.0654268295448503,0
HighValue,5704.873570206124,8.649251374185894,3,1,53,1,1,0,0.3224415470942846,0.037809226675324825,1
MidValue,3931.75323223937,8.277095027579938,4,1,96,0,0,0,0.2459648828850796,0.24679164583932534,0
HighValue,5311.5385934644,8.577825077858407,2,0,88,0,1,0,0.5625450044955985,0.6721121120036567,0
HighValue,3517.367106592363,8.165752270789186,1,0,31,0,0,0,0.170746407260449,0.6992989433433813,0
HighValue,5710.275318160592,8.650197625900807,4,1,100,0,0,0,0.5925209579579243,0.18806364197422748,0
LowValue,6797.020180725036,8.824386698878461,4,1,112,0,1,0,0.1095344154465042,1.203373102012622,0
HighValue,8876.350519099948,9.091258426500312,2,1,110,0,1,0,0.34475867126115634,0.6603478194625438,1
HighValue,3671.8805577948074,8.208731526313187,3,1,64,0,0,0,0.242801963015376,0.4562283259395883,0
MidValue,6852.292339921604,8.832484449354153,1,1,60,0,2,0,0.3045443723873493,0.7222447735730019,0
MidValue,6317.901130133537,8.751300600209133,4,1,21,0,0,0,0.40239054807309155,0.8328008937613363,0
HighValue,3254.538871427261,8.088113092838242,1,1,112,0,1,0,0.23017402507511167,0.24842590422112865,0
MidValue,5366.555562694616,8.588127881389086,4,0,103,0,0,0,0.38314264627879113,0.7553091195657928,0
HighValue,7044.565334551429,8.860153667323507,4,1,40,0,1,0,0.04025193795696908,0.0,0
MidValue,4057.4403406192264,8.308554026233441,2,1,48,0,0,0,0.2778893844805861,0.9018489346062311,0
MidValue,5662.314256655509,8.641764557538194,4,1,3,0,0,0,0.3809643502111551,0.5958284178372248,0
MidValue,4762.481148170664,8.468734013580624,1,0,72,0,0,0,0.24712963495093188,0.6277260319948273,0
HighValue,5529.8159883667195,8.618090640297643,2,0,102,0,1,0,0.5307251393972929,0.5277099114637075,0
MidValue,3907.9544282143343,8.271025207555219,3,1,114,0,1,1,0.5538919154541667,0.8031686544573042,0
MidValue,5137.764120326446,8.544567886021778,2,1,78,0,0,0,0.15411745128571705,0.39110157027344256,0
LowValue,5721.5628051686435,8.652172026894261,4,1,29,0,0,0,0.10110837089855283,0.6715078910047454,0
MidValue,4191.01644042305,8.34093714784983,3,1,71,0,0,0,0.38102155705393853,0.3420937601389267,0
MidValue,3762.097222832819,8.232997626781822,2,1,48,0,0,0,0.0671320236953433,0.571639629765006,0
MidValue,4902.910237425487,8.49778817349777,2,1,116,0,1,0,0.0836013825115853,0.2680942399958174,0
MidValue,4248.340707420497,8.354519122219155,1,1,107,0,0,0,0.3806667424794157,0.2333580497710111,0
LowValue,5054.722146826107,8.528275979179362,2,1,17,1,1,0,0.7456706603196526,1.0778731596185853,1
MidValue,3866.4847363018052,8.260359635781851,2,0,27,0,1,1,0.39353421927486454,0.2363251370817005,0
MidValue,6344.623817235468,8.75552069166492,2,0,70,1,0,0,0.3008588025213894,0.1522850927278218,1
MidValue,5407.003217448894,8.595635212665096,3,1,50,0,1,0,0.11381947988286825,0.016636227835581496,0
MidValue,2885.8971038795307,7.967937537836062,3,1,1,0,0,0,0.35316122389571986,0.3012146334211625,0
MidValue,7184.802339441435,8.879862460955252,2,0,11,0,2,0,0.554868750122183,0.6644026247053822,1
MidValue,3751.6494933959557,8.23021740106078,2,1,111,0,2,0,0.08038893364913288,0.3021386414986774,0
HighValue,4493.101993856586,8.410521148049947,3,0,118,0,0,0,0.2497252804692281,0.5642441720452208,0
MidValue,6726.147261060176,8.81390644883107,1,1,24,0,0,0,0.2910655773456359,0.2531286234555832,0
MidValue,3809.2939648890997,8.245461621283237,4,1,2,0,0,0,0.36516627371582727,0.7777440143844812,0
HighValue,8092.474523769377,8.99881340162944,2,0,76,0,0,0,0.13686746422927196,1.0218708921708113,0
MidValue,1510.3195196017218,7.320738402261688,1,0,106,0,0,0,0.2981482871615742,0.6943882479238314,0
MidValue,667.0188197128509,6.504316346362619,4,1,20,0,1,0,0.19897952372238686,0.4583176966224116,1
MidValue,5335.511218122205,8.582327388501572,2,1,105,1,0,0,0.061670993410889684,0.8151914024551836,0
HighValue,2846.6582938536753,7.954252284242855,4,1,30,0,1,0,0.14820379144231452,0.21788020009390224,0
HighValue,5121.694617125377,8.541435871997576,3,0,9,1,0,0,0.5528688917603255,0.25130580690971055,1
MidValue,3736.070304615549,8.226057242424803,2,0,59,0,2,0,0.4810233345667959,0.8391045762752048,0
MidValue,4548.662866829177,8.422808413997432,4,1,66,0,2,0,0.5100790252128844,0.8152284431456289,0
MidValue,5433.88865115258,8.60059431197701,3,1,59,0,1,1,0.39152337218885064,0.3627897892584748,0
LowValue,5149.585971344666,8.546865768028857,4,1,119,0,1,0,0.2442071995579632,0.3178921162735909,0
LowValue,4619.601614839067,8.438280195260075,1,0,33,0,0,0,0.28027331635766395,0.0,0
MidValue,4287.7278873223095,8.36374543818672,3,1,62,0,0,0,0.12858053794231264,0.2592363822015854,0
HighValue,4680.600010109471,8.45139521298521,2,1,69,0,1,0,0.1236345953922982,0.3501016485528379,0
MidValue,79457.62349822761,11.28299170601476,1,1,43,1,1,0,0.35825807492646466,0.6800632854713161,0
